学号,专业,生源所在地,性别,学位性质,民族,政治面貌,出入日期,年级,分数1,分数2,分数3
1286,法学,西藏自治区,女,本科,藏族,共青团员,19880304 ,2008,62,83,90
1287,法学,安徽省,男,本科,汉族,共青团员,19921030 ,2008,54,68,90
1288,法学,福建省,男,本科,汉族,共青团员,19900602 ,2008,63,82,75
1289,法学,甘肃省,男,本科,汉族,群众,19891218 ,2008,92,70,77
1290,法学,广西壮族自治区,男,本科,瑶族,共青团员,19860109 ,2008,55,65,92
1291,法学,海南省,男,本科,汉族,共青团员,19891215 ,2008,53,93,88
1292,法学,河北省,男,本科,汉族,共青团员,19881001 ,2008,61,91,92
1293,法学,新疆维吾尔自治区,男,本科,维吾尔族,共青团员,19870424 ,2008,75,92,66
1294,法学,湖北省,男,本科,汉族,共青团员,19900104 ,2008,83,83,79
1295,法学,湖南省,男,本科,汉族,共青团员,19920314 ,2008,58,57,86
1296,法学,江苏省,男,本科,汉族,共青团员,19900519 ,2008,70,84,81
1297,法学,江西省,男,本科,汉族,群众,19900918 ,2008,54,90,89
1298,法学,宁夏回族自治区,男,本科,回族,共青团员,19890922 ,2008,97,75,91
1299,法学,山东省,男,本科,汉族,共青团员,19881101 ,2008,55,90,94
1300,法学,山西省,男,本科,汉族,共青团员,19881226 ,2008,63,92,89
1301,法学,上海市,男,本科,汉族,共青团员,19880205 ,2008,63,77,87
1302,法学,四川省,男,本科,汉族,共青团员,19900711 ,2008,72,59,74
1303,法学,天津市,男,本科,汉族,共青团员,19900401 ,2008,80,59,81
1304,法学,新疆维吾尔自治区,男,本科,维吾尔族,共青团员,19880905 ,2008,69,74,88
1305,法学,浙江省,男,本科,汉族,共青团员,19890215 ,2008,54,83,86
1306,法学,河南省,男,本科,汉族,共青团员,19910720 ,2008,83,93,77
1307,法学,安徽省,女,本科,汉族,共青团员,19890911 ,2008,51,80,94
1308,法学,北京市,女,本科,汉族,共青团员,19890205 ,2008,70,71,85
1309,法学,四川省,女,本科,汉族,共青团员,19900103 ,2008,61,85,95
1310,法学,浙江省,女,本科,汉族,共青团员,19891014 ,2008,82,63,71
1311,法学,福建省,女,本科,汉族,共青团员,19890906 ,2008,58,56,83
1312,法学,甘肃省,女,本科,汉族,共青团员,19890707 ,2008,76,64,90
1313,法学,广东省,女,本科,汉族,共青团员,19880923 ,2008,65,86,84
1314,法学,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19871103 ,2008,57,55,83
1315,法学,贵州省,女,本科,汉族,共青团员,19910612 ,2008,68,70,74
1316,法学,海南省,女,本科,汉族,共青团员,19890212 ,2008,82,80,76
1317,法学,河北省,女,本科,汉族,共青团员,19890619 ,2008,60,78,72
1318,法学,河南省,女,本科,汉族,共青团员,19900215 ,2008,98,63,92
1319,法学,黑龙江省,女,本科,汉族,共青团员,19890428 ,2008,51,65,89
1320,法学,湖北省,女,本科,汉族,共青团员,19910224 ,2008,68,60,73
1321,法学,湖南省,女,本科,汉族,共青团员,19900404 ,2008,86,84,89
1322,法学,吉林省,女,本科,回族,共青团员,19890129 ,2008,95,65,67
1323,法学,江苏省,女,本科,汉族,共青团员,19891206 ,2008,96,92,90
1324,法学,江西省,女,本科,汉族,群众,19900407 ,2008,66,83,70
1325,法学,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19890824 ,2008,71,89,86
1326,法学,内蒙古自治区,女,本科,汉族,共青团员,19890910 ,2008,98,75,81
1327,法学,宁夏回族自治区,女,本科,汉族,共青团员,19900721 ,2008,67,64,88
1328,法学,山东省,女,本科,汉族,共青团员,19900812 ,2008,73,70,70
1329,法学,新疆维吾尔自治区,女,本科,汉族,共青团员,19890128 ,2008,52,89,75
1330,法学,陕西省,女,本科,汉族,共青团员,19900101 ,2008,53,76,76
1331,法学,北京市,女,本科,汉族,共青团员,19900303 ,2008,98,81,94
1332,法学,四川省,女,本科,仡佬族,共青团员,19890301 ,2008,84,86,94
1333,法学,西藏自治区,女,本科,藏族,共青团员,19880523 ,2008,94,83,84
1334,法学,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19850401 ,2008,83,81,72
1335,法学,浙江省,女,本科,汉族,共青团员,19900322 ,2008,72,83,85
1336,法学,北京市,女,本科,汉族,共青团员,19900130 ,2008,89,94,91
1337,法学,天津市,,本科,,,,2008,53,64,86
1338,法学,北京市,男,本科,汉族,共青团员,19891127 ,2008,55,76,93
1339,法学,福建省,男,本科,汉族,中共党员,19881107 ,2008,63,84,80
1340,法学,广东省,男,本科,汉族,共青团员,19890816 ,2008,94,78,66
1341,法学,广西壮族自治区,男,本科,,共青团员,19890523 ,2008,63,95,77
1342,法学,海南省,男,本科,汉族,共青团员,19890621 ,2008,92,83,84
1343,法学,新疆维吾尔自治区,男,本科,维吾尔族,共青团员,19841010 ,2008,70,60,93
1344,法学,四川省,男,本科,汉族,共青团员,19891231 ,2008,88,66,77
1345,法学,湖北省,男,本科,汉族,共青团员,19890808 ,2008,78,92,85
1346,法学,吉林省,男,本科,汉族,共青团员,19900420 ,2008,73,68,91
1347,法学,江苏省,男,本科,汉族,共青团员,19901007 ,2008,77,55,79
1348,法学,辽宁省,男,本科,满族,共青团员,19901106 ,2008,98,94,84
1349,法学,青海省,男,本科,汉族,共青团员,19900709 ,2008,95,76,78
1350,法学,山东省,男,本科,汉族,共青团员,19890902 ,2008,60,69,92
1351,法学,山西省,男,本科,汉族,共青团员,19891229 ,2008,78,72,82
1352,法学,上海市,男,本科,汉族,共青团员,19900527 ,2008,51,66,79
1353,法学,河南省,男,本科,汉族,共青团员,19890918 ,2008,83,71,68
1354,法学,西藏自治区,男,本科,藏族,共青团员,19890219 ,2008,64,94,91
1355,法学,云南省,男,本科,汉族,共青团员,19891022 ,2008,83,90,91
1356,法学,重庆市,男,本科,汉族,共青团员,19890520 ,2008,68,79,68
1357,法学,吉林省,男,本科,汉族,中共党员,19870315 ,2008,54,68,84
1358,法学,安徽省,女,本科,汉族,共青团员,19890610 ,2008,62,84,67
1359,法学,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19880410 ,2008,76,72,85
1360,法学,山东省,女,本科,汉族,共青团员,19910128 ,2008,69,76,91
1361,法学,福建省,女,本科,汉族,共青团员,19890526 ,2008,51,94,70
1362,法学,甘肃省,女,本科,汉族,共青团员,19900418 ,2008,80,87,74
1363,法学,广东省,女,本科,汉族,共青团员,19900707 ,2008,95,81,77
1364,法学,广西壮族自治区,女,本科,,共青团员,19900527 ,2008,74,75,82
1365,法学,贵州省,女,本科,土家族,共青团员,19891226 ,2008,85,84,66
1366,法学,河北省,女,本科,汉族,共青团员,19920306 ,2008,54,56,74
1367,法学,北京市,女,本科,汉族,共青团员,19900901 ,2008,69,87,85
1368,法学,河南省,女,本科,汉族,共青团员,19910626 ,2008,70,72,68
1369,法学,浙江省,女,本科,汉族,共青团员,19891109 ,2008,89,88,77
1370,法学,湖北省,女,本科,汉族,共青团员,19900126 ,2008,90,65,93
1371,法学,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19870420 ,2008,85,94,85
1372,法学,吉林省,女,本科,汉族,共青团员,19890626 ,2008,60,73,77
1373,法学,江苏省,女,本科,汉族,共青团员,19900813 ,2008,54,90,92
1374,法学,江西省,女,本科,汉族,共青团员,19900910 ,2008,91,87,82
1375,法学,辽宁省,女,本科,汉族,共青团员,19891001 ,2008,95,73,89
1376,法学,内蒙古自治区,女,本科,汉族,共青团员,19880922 ,2008,62,76,84
1377,法学,宁夏回族自治区,女,本科,汉族,共青团员,19890116 ,2008,88,56,86
1378,法学,新疆维吾尔自治区,女,本科,维吾尔族,共青团员,19871025 ,2008,96,95,90
1379,法学,山东省,女,本科,汉族,共青团员,19891122 ,2008,64,92,80
1380,法学,陕西省,女,本科,汉族,共青团员,19900620 ,2008,66,84,94
1381,法学,四川省,女,本科,汉族,共青团员,19900313 ,2008,77,70,65
1382,法学,天津市,女,本科,汉族,共青团员,19900820 ,2008,67,92,77
1383,法学,西藏自治区,女,本科,汉族,共青团员,19900210 ,2008,61,65,68
1384,法学,云南省,女,本科,汉族,共青团员,19891116 ,2008,52,83,88
1385,法学,浙江省,女,本科,汉族,共青团员,19891225 ,2008,82,71,78
1386,法学,黑龙江省,女,本科,汉族,共青团员,19890406 ,2008,78,70,67
1387,法学,江苏省,男,第二学士学位,汉族,中共党员,19850711 ,2007,95,87,72
1388,法学,湖南省,男,第二学士学位,汉族,中共党员,19830925 ,2007,74,70,72
1389,法学,天津市,男,第二学士学位,满族,共青团员,19841222 ,2007,89,77,72
1390,法学,黑龙江省,男,第二学士学位,汉族,中共党员,19831116 ,2007,89,88,70
1391,法学,吉林省,男,第二学士学位,汉族,中共预备党员,19841005 ,2007,98,74,76
1392,法学,四川省,男,第二学士学位,汉族,中共预备党员,19831219 ,2007,77,77,74
1393,法学,贵州省,男,第二学士学位,布依族,共青团员,19850429 ,2007,59,66,85
1394,法学,浙江省,男,第二学士学位,汉族,共青团员,19850928 ,2007,97,79,72
1395,法学,河南省,男,第二学士学位,汉族,中共预备党员,19861004 ,2007,77,72,65
1396,法学,辽宁省,女,第二学士学位,汉族,中共党员,19841120 ,2007,93,72,76
1397,法学,江苏省,女,第二学士学位,汉族,中共党员,19850624 ,2007,86,77,92
1398,法学,吉林省,女,第二学士学位,汉族,共青团员,19851012 ,2007,59,66,78
1399,法学,浙江省,男,第二学士学位,汉族,共青团员,19860310 ,2007,63,90,69
1400,法学,河南省,男,第二学士学位,汉族,共青团员,19850829 ,2008,97,71,76
1401,法学,安徽省,男,第二学士学位,汉族,共青团员,19870528 ,2008,79,65,70
1402,法学,江苏省,男,第二学士学位,汉族,共青团员,19860923 ,2008,57,72,83
1403,法学,新疆维吾尔自治区,男,第二学士学位,汉族,共青团员,19840113 ,2008,64,67,75
1404,法学,河南省,男,第二学士学位,汉族,中共党员,19840116 ,2008,73,82,89
1405,法学,浙江省,男,第二学士学位,汉族,中共党员,19851115 ,2008,60,93,83
1406,法学,黑龙江省,男,第二学士学位,汉族,中共党员,19860704 ,2008,92,93,72
1407,法学,吉林省,男,第二学士学位,汉族,中共预备党员,19860126 ,2008,93,62,75
1408,法学,福建省,男,第二学士学位,汉族,中共预备党员,19861010 ,2008,68,59,80
1409,法学,云南省,男,第二学士学位,纳西族,中共预备党员,19861122 ,2008,63,90,85
1410,法学,江苏省,男,第二学士学位,汉族,共青团员,19860909 ,2008,89,92,69
1411,法学,河南省,男,第二学士学位,汉族,共青团员,19860522 ,2008,96,68,93
1412,法学,江苏省,男,第二学士学位,汉族,共青团员,19850329 ,2008,97,57,77
1413,法学,内蒙古自治区,男,第二学士学位,汉族,共青团员,19851019 ,2008,74,61,83
1414,法学,湖北省,男,第二学士学位,汉族,共青团员,19860907 ,2008,61,78,74
1415,法学,四川省,男,第二学士学位,汉族,中共党员,19860505 ,2008,56,80,95
1416,法学,浙江省,男,第二学士学位,汉族,中共党员,19851224 ,2008,71,62,75
1417,法学,辽宁省,男,第二学士学位,汉族,中共党员,19850710 ,2008,95,70,84
1418,法学,山东省,男,第二学士学位,汉族,中共预备党员,19860812 ,2008,80,74,72
1419,法学,安徽省,男,第二学士学位,汉族,中共预备党员,19870302 ,2008,85,94,85
1420,法学,辽宁省,男,第二学士学位,汉族,中共党员,19860221 ,2008,75,63,80
1421,法学,湖北省,男,第二学士学位,土家族,共青团员,19850305 ,2008,67,94,87
1422,法学,黑龙江省,女,第二学士学位,汉族,共青团员,19860217 ,2008,97,57,84
1423,法学,山东省,女,第二学士学位,汉族,共青团员,19860914 ,2008,57,68,89
1424,法学,山东省,女,第二学士学位,汉族,共青团员,19860303 ,2008,76,77,75
1425,法学,山东省,女,第二学士学位,汉族,共青团员,19841117 ,2008,78,59,78
1426,法学,江苏省,女,第二学士学位,汉族,共青团员,19851005 ,2008,80,75,68
1427,法学,北京市,女,第二学士学位,汉族,共青团员,19870531 ,2008,80,68,91
1428,法学,辽宁省,女,第二学士学位,汉族,共青团员,19851226 ,2008,66,69,93
1429,法学,天津市,女,第二学士学位,汉族,中共党员,19850713 ,2008,54,85,81
1430,法学,湖南省,女,第二学士学位,瑶族,共青团员,19861005 ,2008,93,93,74
1431,法学,吉林省,女,第二学士学位,朝鲜族,共青团员,19851127 ,2008,66,87,77
1432,法学,浙江省,女,第二学士学位,汉族,共青团员,19870102 ,2008,54,68,79
1433,法学,浙江省,女,第二学士学位,汉族,共青团员,19850519 ,2008,89,58,70
1434,法学,吉林省,女,第二学士学位,汉族,共青团员,19850821 ,2008,65,75,70
1435,法学,甘肃省,女,第二学士学位,汉族,共青团员,19851130 ,2008,72,78,77
1436,法学,江西省,女,第二学士学位,汉族,共青团员,19860311 ,2008,68,67,83
1437,法学,北京市,女,第二学士学位,汉族,共青团员,19851105 ,2008,89,77,91
1438,法学,黑龙江省,女,第二学士学位,汉族,中共党员,19851201 ,2008,94,82,83
1439,法学,浙江省,女,第二学士学位,汉族,中共党员,19860626 ,2008,56,79,91
1440,法学,江苏省,女,第二学士学位,汉族,中共预备党员,19861230 ,2008,70,79,65
1441,法学,江苏省,女,第二学士学位,汉族,共青团员,19860806 ,2008,74,95,82
1442,法学,浙江省,女,第二学士学位,汉族,中共预备党员,19870319 ,2008,71,68,83
1443,德语和法学,上海市,男,本科,汉族,共青团员,19851228 ,2004,88,62,66
1444,德语和法学,浙江省,男,本科,汉族,共青团员,19850824 ,2004,95,63,94
1445,德语和法学,湖北省,男,本科,汉族,共青团员,19851009 ,2004,77,59,80
1446,德语和法学,四川省,男,本科,汉族,共青团员,19860422 ,2004,79,79,85
1447,德语和法学,江苏省,女,本科,汉族,共青团员,19850612 ,2004,52,67,83
1448,德语和法学,广东省,女,本科,汉族,共青团员,19861109 ,2004,63,90,90
1449,德语和法学,天津市,女,本科,汉族,共青团员,19851120 ,2004,58,63,94
1450,德语和法学,广东省,女,本科,汉族,共青团员,19851020 ,2004,92,79,74
1451,德语和法学,浙江省,女,本科,汉族,共青团员,19851211 ,2004,61,94,65
1452,德语和法学,江苏省,女,本科,汉族,共青团员,19871015 ,2004,72,93,90
1453,德语和法学,上海市,女,本科,汉族,共青团员,19851122 ,2004,52,58,79
1454,德语和法学,湖北省,女,本科,汉族,共青团员,19861109 ,2004,89,78,71
1455,德语和法学,北京市,女,本科,汉族,共青团员,19860113 ,2004,62,72,66
1456,德语和法学,重庆市,女,本科,汉族,共青团员,19860828 ,2004,97,60,86
1457,德语和法学,四川省,女,本科,汉族,共青团员,19850810 ,2004,77,56,88
1458,德语和法学,江苏省,女,本科,汉族,共青团员,19860109 ,2004,97,55,66
1459,工商管理和法学,吉林省,男,本科,汉族,共青团员,19850702 ,2004,59,88,89
1460,工商管理和法学,陕西省,男,本科,汉族,共青团员,19860218 ,2004,83,80,65
1461,工商管理和法学,云南省,女,本科,普米族,中共预备党员,19860510 ,2004,70,85,69
1462,工商管理和法学,云南省,女,本科,回族,共青团员,19860826 ,2004,53,79,81
1463,工商管理和法学,安徽省,男,本科,汉族,共青团员,19860225 ,2004,61,64,87
1464,工商管理和法学,内蒙古自治区,男,本科,汉族,群众,19861016 ,2004,77,67,94
1465,工商管理和法学,福建省,女,本科,汉族,共青团员,19870617 ,2004,87,61,83
1466,工商管理和法学,湖南省,女,本科,土家族,共青团员,19870429 ,2004,50,68,66
1467,国际商务和法学,辽宁省,女,本科,汉族,共青团员,19850610 ,2004,90,84,93
1468,国际商务和法学,上海市,男,本科,汉族,共青团员,19851202 ,2004,92,94,80
1469,国际商务和法学,陕西省,男,本科,汉族,共青团员,19841107 ,2004,53,72,88
1470,汉语言文学和法学,宁夏回族自治区,男,本科,汉族,共青团员,19850126 ,2004,75,58,79
1471,汉语言文学和法学,云南省,女,本科,汉族,共青团员,19851028 ,2004,92,64,86
1472,汉语言文学和法学,宁夏回族自治区,女,本科,回族,群众,19841003 ,2004,95,87,71
1473,汉语言文学和法学,云南省,女,本科,汉族,共青团员,19850821 ,2004,72,78,75
1474,汉语言文学和法学,新疆维吾尔自治区,女,本科,汉族,共青团员,19860802 ,2004,51,75,81
1475,汉语言文学和法学,江苏省,女,本科,汉族,共青团员,19860821 ,2004,82,87,76
1476,汉语言文学和法学,甘肃省,女,本科,汉族,共青团员,19861210 ,2004,85,57,93
1477,汉语言文学和法学,宁夏回族自治区,女,本科,汉族,共青团员,19860610 ,2004,61,63,88
1478,汉语言文学和法学,江西省,女,本科,汉族,共青团员,19850117 ,2004,95,88,86
1479,汉语言文学和法学,内蒙古自治区,女,本科,汉族,共青团员,19860222 ,2004,97,62,65
1480,汉语言文学和法学,北京市,女,本科,汉族,共青团员,19860517 ,2004,94,76,93
1481,汉语言文学和法学,江西省,女,本科,汉族,共青团员,19870630 ,2004,97,74,66
1482,汉语言文学和法学,安徽省,女,本科,汉族,共青团员,19861220 ,2004,59,79,67
1483,汉语言文学和法学,青海省,女,本科,藏族,共青团员,19850710 ,2004,69,91,73
1484,经济学和法学,广东省,男,本科,汉族,共青团员,19860127 ,2004,93,57,71
1485,经济学和法学,云南省,男,本科,汉族,共青团员,19850412 ,2004,64,80,82
1486,经济学和法学,天津市,女,本科,汉族,共青团员,19850916 ,2004,78,57,79
1487,经济学和法学,,女,本科,汉族,共青团员,19840626 ,2004,81,77,66
1488,社会学和法学,新疆维吾尔自治区,女,本科,汉族,共青团员,19841014 ,2004,56,82,95
1489,社会学和法学,新疆维吾尔自治区,女,本科,汉族,共青团员,19860907 ,2004,75,76,77
1490,思想政治教育,河南省,男,本科,汉族,共青团员,19850509 ,2004,71,82,74
1491,新闻学和法学,广东省,男,本科,汉族,共青团员,19860510 ,2004,79,62,88
1492,新闻学和法学,四川省,女,本科,汉族,共青团员,19860329 ,2004,58,84,68
